"","V1"
"1",33.4489690721649
"2",14.8879598662207
"3",34.5062379195221
"4",34.0203395825964
"5",113.805114401077
"6",171.322222222222
"7",19.4661887286279
"8",4.92581079200111
"9",265.444837340877
"10",54.664099466425
"11",168.505859555227
"12",63.9142010006795
