"","V1"
"1",0.016389376478669
"2",0.00347577680289063
"3",0.0796237766028838
"4",0.0161262095808541
"5",0.021255332419267
"6",0.0484977117638235
"7",0.0765670930847634
"8",0.0403921713111238
"9",0.00371262701092406
"10",0.239006860761026
"11",0.321751796771995
"12",0.13320126741178
