"","V1"
"1",0.0128100360006184
"2",0.00159021136559401
"3",0.0200543322216578
"4",0.00669213949687479
"5",0.0373478808224927
"6",0.0159021136559401
"7",0.0676944143825784
"8",0.0104909777591272
"9",0.0572255228924178
"10",0.239348896790865
"11",0.217417231707048
"12",0.313426242904786
