"","V1"
"1",3.28262849048968
"2",3.3883920076118
"3",2.13205437213645
"4",1.84505812838123
"5",2.53183462284715
"6",1.88483619686725
"7",2.06393388230326
"8",6.27032454301155
"9",3.05588438835742
"10",13.5392604229005
"11",19.9081830669603
"12",15.6137409648554
